call_key,company,sample_group,call_date,year_quarter,total_paragraphs,post,ai_paragraphs,ai_presence,ai_share,log_total_paragraphs,att_positive,att_neutral,att_negative,att_mixed,att_not_applicable,theme_AI strategy and investment,theme_AI infrastructure and computing,theme_Generative AI and LLM,theme_AI productivity and enterprise applications,theme_AI content and customer experience,"theme_AI security, risk and responsibility",risk_responsibility_share,positive_share,not_applicable_share,distinct_theme_count
CDNS|2024-04-22|CDNS\2024-04-22_3092722_Cadence_Design_Systems_Inc._Q1_2024_Earnings_Call_Apr_22_2024,CDNS,enterprise_software,2024-04-22,2024Q2,57,1,10,1,0.17543859649122806,4.060443010546419,0.5,0.5,0.0,0.0,0.0,0.6,0.6,0.2,0.3,0.5,0.0,0.0,0.5,0.0,5
CDNS|2024-07-22|CDNS\2024-07-22_3191893_Cadence_Design_Systems_Inc._Q2_2024_Earnings_Call_Jul_22_2024,CDNS,enterprise_software,2024-07-22,2024Q3,73,1,11,1,0.1506849315068493,4.30406509320417,0.18181818181818182,0.7272727272727273,0.09090909090909091,0.0,0.0,0.45454545454545453,0.7272727272727273,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.0,0.0,0.18181818181818182,0.0,5
CDNS|2024-10-28|CDNS\2024-10-28_3291592_Cadence_Design_Systems_Inc._Q3_2024_Earnings_Call_Oct_28_2024,CDNS,enterprise_software,2024-10-28,2024Q4,68,1,8,1,0.11764705882352941,4.23410650459726,0.5,0.5,0.0,0.0,0.0,0.75,0.5,0.25,0.125,0.375,0.0,0.0,0.5,0.0,5
CFLT|2021-08-05|CFLT\2021-08-05_2399951_Confluent_Inc._Q2_2021_Earnings_Call_Aug_05_2021,CFLT,data_cloud_security,2021-08-05,2021Q3,53,0,0,0,0.0,3.9889840465642745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CFLT|2021-11-04|CFLT\2021-11-04_2426552_Confluent_Inc._Q3_2021_Earnings_Call_Nov_04_2021,CFLT,data_cloud_security,2021-11-04,2021Q4,51,0,2,1,0.0392156862745098,3.9512437185814275,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,2
CFLT|2022-02-10|CFLT\2022-02-10_2491280_Confluent_Inc._Q4_2021_Earnings_Call_Feb_10_2022,CFLT,data_cloud_security,2022-02-10,2022Q1,64,0,0,0,0.0,4.174387269895637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CFLT|2022-05-05|CFLT\2022-05-05_2555926_Confluent_Inc._Q1_2022_Earnings_Call_May_05_2022,CFLT,data_cloud_security,2022-05-05,2022Q2,44,0,0,0,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CFLT|2022-08-03|CFLT\2022-08-03_2615201_Confluent_Inc._Q2_2022_Earnings_Call_Aug_03_2022,CFLT,data_cloud_security,2022-08-03,2022Q3,67,0,0,0,0.0,4.219507705176107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CFLT|2022-11-02|CFLT\2022-11-02_2672601_Confluent_Inc._Q3_2022_Earnings_Call_Nov_02_2022,CFLT,data_cloud_security,2022-11-02,2022Q4,57,0,1,1,0.017543859649122806,4.060443010546419,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CFLT|2023-01-30|CFLT\2023-01-30_2725398_Confluent_Inc._Q4_2022_Earnings_Call_Jan_30_2023,CFLT,data_cloud_security,2023-01-30,2023Q1,67,1,0,0,0.0,4.219507705176107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CFLT|2023-05-03|CFLT\2023-05-03_2861517_Confluent_Inc._Q1_2023_Earnings_Call_May_03_2023,CFLT,data_cloud_security,2023-05-03,2023Q2,64,1,4,1,0.0625,4.174387269895637,0.25,0.75,0.0,0.0,0.0,0.25,0.0,0.75,0.25,0.75,0.0,0.0,0.25,0.0,4
CFLT|2023-08-02|CFLT\2023-08-02_2866733_Confluent_Inc._Q2_2023_Earnings_Call_Aug_02_2023,CFLT,data_cloud_security,2023-08-02,2023Q3,64,1,5,1,0.078125,4.174387269895637,0.2,0.8,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.0,3
CFLT|2023-11-01|CFLT\2023-11-01_2933015_Confluent_Inc._Q3_2023_Earnings_Call_Nov_01_2023,CFLT,data_cloud_security,2023-11-01,2023Q4,58,1,4,1,0.06896551724137931,4.07753744390572,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,3
CFLT|2024-02-07|CFLT\2024-02-07_3015219_Confluent_Inc._Q4_2023_Earnings_Call_Feb_07_2024,CFLT,data_cloud_security,2024-02-07,2024Q1,56,1,4,1,0.07142857142857142,4.04305126783455,0.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,4
CFLT|2024-05-07|CFLT\2024-05-07_3113221_Confluent_Inc._Q1_2024_Earnings_Call_May_07_2024,CFLT,data_cloud_security,2024-05-07,2024Q2,70,1,7,1,0.1,4.2626798770413155,0.14285714285714285,0.7142857142857143,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,5
CFLT|2024-07-31|CFLT\2024-07-31_3207142_Confluent_Inc._Q2_2024_Earnings_Call_Jul_31_2024,CFLT,data_cloud_security,2024-07-31,2024Q3,79,1,5,1,0.06329113924050633,4.382026634673881,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,4
CFLT|2024-10-30|CFLT\2024-10-30_3294174_Confluent_Inc._Q3_2024_Earnings_Call_Oct_30_2024,CFLT,data_cloud_security,2024-10-30,2024Q4,72,1,6,1,0.08333333333333333,4.290459441148391,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,3
CRM|2021-02-25|CRM\2021-02-25_2224539_salesforce.com_inc._Q4_2021_Earnings_Call_Feb_25_2021,CRM,enterprise_software,2021-02-25,2021Q1,39,0,4,1,0.10256410256410256,3.6888794541139363,0.25,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,2
CRM|2021-05-27|CRM\2021-05-27_2303296_salesforce.com_inc._Q1_2022_Earnings_Call_May_27_2021,CRM,enterprise_software,2021-05-27,2021Q2,35,0,0,0,0.0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CRM|2021-08-25|CRM\2021-08-25_2390205_salesforce.com_inc._Q2_2022_Earnings_Call_Aug_25_2021,CRM,enterprise_software,2021-08-25,2021Q3,44,0,1,1,0.022727272727272728,3.8066624897703196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3
CRM|2021-11-30|CRM\2021-11-30_2466892_salesforce.com_inc._Q3_2022_Earnings_Call_Nov_30_2021,CRM,enterprise_software,2021-11-30,2021Q4,80,0,0,0,0.0,4.394449154672439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CRM|2022-03-01|CRM\2022-03-01_2513627_salesforce.com_inc._Q4_2022_Earnings_Call_Mar_01_2022,CRM,enterprise_software,2022-03-01,2022Q1,52,0,1,1,0.019230769230769232,3.970291913552122,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CRM|2022-05-31|CRM\2022-05-31_2582570_Salesforce_Inc._Q1_2023_Earnings_Call_May_31_2022,CRM,enterprise_software,2022-05-31,2022Q2,53,0,1,1,0.018867924528301886,3.9889840465642745,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3
CRM|2022-08-24|CRM\2022-08-24_2637614_Salesforce_Inc._Q2_2023_Earnings_Call_Aug_24_2022,CRM,enterprise_software,2022-08-24,2022Q3,59,0,1,1,0.01694915254237288,4.0943445622221,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
CRM|2022-08-24|CRM\2022-08-24_2637675_Salesforce_Inc._Q2_2023_Earnings_Call_Aug_24_2022,CRM,enterprise_software,2022-08-24,2022Q3,59,0,0,0,0.0,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CRM|2022-11-30|CRM\2022-11-30_2701173_Salesforce_Inc._Q3_2023_Earnings_Call_Nov_30_2022,CRM,enterprise_software,2022-11-30,2022Q4,47,0,1,1,0.02127659574468085,3.871201010907891,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
CRM|2023-03-01|CRM\2023-03-01_2755341_Salesforce_Inc._2023_Earnings_Call_Mar_01_2023,CRM,enterprise_software,2023-03-01,2023Q1,36,1,2,1,0.05555555555555555,3.6109179126442243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,3
CRM|2023-05-31|CRM\2023-05-31_2829184_Salesforce_Inc._Q1_2024_Earnings_Call_May_31_2023,CRM,enterprise_software,2023-05-31,2023Q2,52,1,17,1,0.3269230769230769,3.970291913552122,0.5882352941176471,0.35294117647058826,0.0,0.058823529411764705,0.0,0.7647058823529411,0.058823529411764705,0.5294117647058824,0.11764705882352941,0.4117647058823529,0.17647058823529413,0.17647058823529413,0.5882352941176471,0.0,6
CRM|2023-08-30|CRM\2023-08-30_2899766_Salesforce_Inc._Q2_2024_Earnings_Call_Aug_30_2023,CRM,enterprise_software,2023-08-30,2023Q3,52,1,19,1,0.36538461538461536,3.970291913552122,0.7894736842105263,0.21052631578947367,0.0,0.0,0.0,0.6842105263157895,0.0,0.3157894736842105,0.2631578947368421,0.47368421052631576,0.21052631578947367,0.21052631578947367,0.7894736842105263,0.0,5
CRM|2023-11-29|CRM\2023-11-29_2978043_Salesforce_Inc._Q3_2024_Earnings_Call_Nov_29_2023,CRM,enterprise_software,2023-11-29,2023Q4,38,1,9,1,0.23684210526315788,3.6635616461296463,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.0,5
CRM|2024-02-28|CRM\2024-02-28_3272565_Salesforce_Inc._Q4_2024_Earnings_Call_Feb_28_2024,CRM,enterprise_software,2024-02-28,2024Q1,40,1,15,1,0.375,3.713572066704308,0.5333333333333333,0.4,0.0,0.06666666666666667,0.0,0.6,0.0,0.26666666666666666,0.4666666666666667,0.8,0.13333333333333333,0.13333333333333333,0.5333333333333333,0.0,5
CRM|2024-05-29|CRM\2024-05-29_3259675_Salesforce_Inc._Q1_2025_Earnings_Call_May_29_2024,CRM,enterprise_software,2024-05-29,2024Q2,36,1,10,1,0.2777777777777778,3.6109179126442243,0.9,0.1,0.0,0.0,0.0,0.5,0.0,0.6,0.5,0.8,0.0,0.0,0.9,0.0,4
CRM|2024-08-28|CRM\2024-08-28_3252550_Salesforce_Inc._Q2_2025_Earnings_Call_Aug_28_2024,CRM,enterprise_software,2024-08-28,2024Q3,40,1,10,1,0.25,3.713572066704308,0.5,0.3,0.1,0.1,0.0,0.6,0.0,0.3,0.4,0.3,0.1,0.1,0.5,0.0,5
CRM|2024-12-03|CRM\2024-12-03_3338589_Salesforce_Inc._Q3_2025_Earnings_Call_Dec_03_2024,CRM,enterprise_software,2024-12-03,2024Q4,28,1,6,1,0.21428571428571427,3.367295829986474,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.0,5
CRWD|2021-03-16|CRWD\2021-03-16_2238411_CrowdStrike_Holdings_Inc._Q4_2021_Earnings_Call_Mar_16_2021,CRWD,data_cloud_security,2021-03-16,2021Q1,48,0,1,1,0.020833333333333332,3.8918202981106265,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CRWD|2021-06-03|CRWD\2021-06-03_2309674_CrowdStrike_Holdings_Inc._Q1_2022_Earnings_Call_Jun_03_2021,CRWD,data_cloud_security,2021-06-03,2021Q2,46,0,3,1,0.06521739130434782,3.8501476017100584,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,4
CRWD|2021-08-31|CRWD\2021-08-31_2390081_CrowdStrike_Holdings_Inc._Q2_2022_Earnings_Call_Aug_31_2021,CRWD,data_cloud_security,2021-08-31,2021Q3,56,0,2,1,0.03571428571428571,4.04305126783455,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,3
CRWD|2021-12-01|CRWD\2021-12-01_2454030_CrowdStrike_Holdings_Inc._Q3_2022_Earnings_Call_Dec_01_2021,CRWD,data_cloud_security,2021-12-01,2021Q4,57,0,3,1,0.05263157894736842,4.060443010546419,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2
CRWD|2022-03-09|CRWD\2022-03-09_2521539_CrowdStrike_Holdings_Inc._Q4_2022_Earnings_Call_Mar_09_2022,CRWD,data_cloud_security,2022-03-09,2022Q1,53,0,2,1,0.03773584905660377,3.9889840465642745,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CRWD|2022-06-02|CRWD\2022-06-02_2584229_CrowdStrike_Holdings_Inc._Q1_2023_Earnings_Call_Jun_02_2022,CRWD,data_cloud_security,2022-06-02,2022Q2,60,0,2,1,0.03333333333333333,4.110873864173311,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1
CRWD|2022-08-30|CRWD\2022-08-30_2639884_CrowdStrike_Holdings_Inc._Q2_2023_Earnings_Call_Aug_30_2022,CRWD,data_cloud_security,2022-08-30,2022Q3,51,0,1,1,0.0196078431372549,3.9512437185814275,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CRWD|2022-11-29|CRWD\2022-11-29_2699414_CrowdStrike_Holdings_Inc._Q3_2023_Earnings_Call_Nov_29_2022,CRWD,data_cloud_security,2022-11-29,2022Q4,53,0,1,1,0.018867924528301886,3.9889840465642745,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
CRWD|2023-03-07|CRWD\2023-03-07_2759846_CrowdStrike_Holdings_Inc._Q4_2023_Earnings_Call_Mar_07_2023,CRWD,data_cloud_security,2023-03-07,2023Q1,52,1,2,1,0.038461538461538464,3.970291913552122,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,3
CRWD|2023-05-31|CRWD\2023-05-31_2990440_CrowdStrike_Holdings_Inc._Q1_2024_Earnings_Call_May_31_2023,CRWD,data_cloud_security,2023-05-31,2023Q2,63,1,7,1,0.1111111111111111,4.1588830833596715,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,5
CRWD|2023-08-30|CRWD\2023-08-30_2899582_CrowdStrike_Holdings_Inc._Q2_2024_Earnings_Call_Aug_30_2023,CRWD,data_cloud_security,2023-08-30,2023Q3,54,1,3,1,0.05555555555555555,4.007333185232471,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,4
CRWD|2023-11-28|CRWD\2023-11-28_2969031_CrowdStrike_Holdings_Inc._Q3_2024_Earnings_Call_Nov_28_2023,CRWD,data_cloud_security,2023-11-28,2023Q4,54,1,3,1,0.05555555555555555,4.007333185232471,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,5
CRWD|2024-03-05|CRWD\2024-03-05_3208521_CrowdStrike_Holdings_Inc._Q4_2024_Earnings_Call_Mar_05_2024,CRWD,data_cloud_security,2024-03-05,2024Q1,44,1,3,1,0.06818181818181818,3.8066624897703196,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,5
CRWD|2024-06-04|CRWD\2024-06-04_3192747_CrowdStrike_Holdings_Inc._Q1_2025_Earnings_Call_Jun_04_2024,CRWD,data_cloud_security,2024-06-04,2024Q2,43,1,4,1,0.09302325581395349,3.784189633918261,0.75,0.0,0.0,0.25,0.0,1.0,0.25,0.5,0.25,0.25,0.25,0.25,0.75,0.0,6
CRWD|2024-08-28|CRWD\2024-08-28_3267318_CrowdStrike_Holdings_Inc._Q2_2025_Earnings_Call_Aug_28_2024,CRWD,data_cloud_security,2024-08-28,2024Q3,51,1,1,1,0.0196078431372549,3.9512437185814275,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3
CRWD|2024-11-26|CRWD\2024-11-26_3358531_CrowdStrike_Holdings_Inc._Q3_2025_Earnings_Call_Nov_26_2024,CRWD,data_cloud_security,2024-11-26,2024Q4,50,1,4,1,0.08,3.9318256327243257,0.25,0.25,0.25,0.25,0.0,0.75,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0.0,6
DDOG|2021-02-11|DDOG\2021-02-11_2236520_Datadog_Inc._Q4_2020_Earnings_Call_Feb_11_2021,DDOG,data_cloud_security,2021-02-11,2021Q1,86,0,0,0,0.0,4.465908118654584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DDOG|2021-05-06|DDOG\2021-05-06_2273995_Datadog_Inc._Q1_2021_Earnings_Call_May_06_2021,DDOG,data_cloud_security,2021-05-06,2021Q2,62,0,1,1,0.016129032258064516,4.143134726391533,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DDOG|2021-08-05|DDOG\2021-08-05_2364624_Datadog_Inc._Q2_2021_Earnings_Call_Aug_05_2021,DDOG,data_cloud_security,2021-08-05,2021Q3,70,0,1,1,0.014285714285714285,4.2626798770413155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2
DDOG|2021-11-04|DDOG\2021-11-04_2458368_Datadog_Inc._Q3_2021_Earnings_Call_Nov_04_2021,DDOG,data_cloud_security,2021-11-04,2021Q4,71,0,0,0,0.0,4.276666119016055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DDOG|2022-02-10|DDOG\2022-02-10_2514645_Datadog_Inc._Q4_2021_Earnings_Call_Feb_10_2022,DDOG,data_cloud_security,2022-02-10,2022Q1,73,0,1,1,0.0136986301369863,4.30406509320417,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DDOG|2022-05-05|DDOG\2022-05-05_2554436_Datadog_Inc._Q1_2022_Earnings_Call_May_05_2022,DDOG,data_cloud_security,2022-05-05,2022Q2,65,0,1,1,0.015384615384615385,4.189654742026425,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DDOG|2022-08-04|DDOG\2022-08-04_2615385_Datadog_Inc._Q2_2022_Earnings_Call_Aug_04_2022,DDOG,data_cloud_security,2022-08-04,2022Q3,72,0,1,1,0.013888888888888888,4.290459441148391,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DDOG|2022-08-04|DDOG\2022-08-04_2615997_Datadog_Inc._Q2_2022_Earnings_Call_Aug_04_2022,DDOG,data_cloud_security,2022-08-04,2022Q3,75,0,0,0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DDOG|2022-11-03|DDOG\2022-11-03_2674054_Datadog_Inc._Q3_2022_Earnings_Call_Nov_03_2022,DDOG,data_cloud_security,2022-11-03,2022Q4,71,0,1,1,0.014084507042253521,4.276666119016055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DDOG|2023-02-16|DDOG\2023-02-16_2739882_Datadog_Inc._Q4_2022_Earnings_Call_Feb_16_2023,DDOG,data_cloud_security,2023-02-16,2023Q1,68,1,1,1,0.014705882352941176,4.23410650459726,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
DDOG|2023-05-04|DDOG\2023-05-04_2794236_Datadog_Inc._Q1_2023_Earnings_Call_May_04_2023,DDOG,data_cloud_security,2023-05-04,2023Q2,60,1,7,1,0.11666666666666667,4.110873864173311,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.0,0.0,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,6
DDOG|2023-08-08|DDOG\2023-08-08_2880963_Datadog_Inc._Q2_2023_Earnings_Call_Aug_08_2023,DDOG,data_cloud_security,2023-08-08,2023Q3,77,1,8,1,0.1038961038961039,4.356708826689592,0.375,0.625,0.0,0.0,0.0,0.5,0.125,0.5,0.5,0.75,0.0,0.0,0.375,0.0,5
DDOG|2023-11-07|DDOG\2023-11-07_2939544_Datadog_Inc._Q3_2023_Earnings_Call_Nov_07_2023,DDOG,data_cloud_security,2023-11-07,2023Q4,52,1,7,1,0.1346153846153846,3.970291913552122,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.0,6
DDOG|2024-02-13|DDOG\2024-02-13_3021557_Datadog_Inc._Q4_2023_Earnings_Call_Feb_13_2024,DDOG,data_cloud_security,2024-02-13,2024Q1,57,1,8,1,0.14035087719298245,4.060443010546419,0.25,0.75,0.0,0.0,0.0,0.625,0.125,0.5,0.375,0.5,0.0,0.0,0.25,0.0,5
DDOG|2024-05-07|DDOG\2024-05-07_3112289_Datadog_Inc._Q1_2024_Earnings_Call_May_07_2024,DDOG,data_cloud_security,2024-05-07,2024Q2,70,1,7,1,0.1,4.2626798770413155,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,6
DDOG|2024-08-08|DDOG\2024-08-08_3219345_Datadog_Inc._Q2_2024_Earnings_Call_Aug_08_2024,DDOG,data_cloud_security,2024-08-08,2024Q3,74,1,8,1,0.10810810810810811,4.31748811353631,0.625,0.375,0.0,0.0,0.0,0.5,0.125,0.625,0.25,0.375,0.25,0.25,0.625,0.0,6
DDOG|2024-11-07|DDOG\2024-11-07_3302009_Datadog_Inc._Q3_2024_Earnings_Call_Nov_07_2024,DDOG,data_cloud_security,2024-11-07,2024Q4,56,1,8,1,0.14285714285714285,4.04305126783455,0.625,0.375,0.0,0.0,0.0,0.375,0.125,0.5,0.0,0.875,0.0,0.0,0.625,0.0,4
DOCU|2021-03-11|DOCU\2021-03-11_2236092_DocuSign_Inc._Q4_2021_Earnings_Call_Mar_11_2021,DOCU,ai_forward_saas,2021-03-11,2021Q1,64,0,1,1,0.015625,4.174387269895637,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
DOCU|2021-06-03|DOCU\2021-06-03_2368277_DocuSign_Inc._Q1_2022_Earnings_Call_Jun_03_2021,DOCU,ai_forward_saas,2021-06-03,2021Q2,56,0,1,1,0.017857142857142856,4.04305126783455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
DOCU|2021-09-02|DOCU\2021-09-02_2391254_DocuSign_Inc._Q2_2022_Earnings_Call_Sep_02_2021,DOCU,ai_forward_saas,2021-09-02,2021Q3,58,0,3,1,0.05172413793103448,4.07753744390572,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,3
DOCU|2021-12-02|DOCU\2021-12-02_2454760_DocuSign_Inc._Q3_2022_Earnings_Call_Dec_02_2021,DOCU,ai_forward_saas,2021-12-02,2021Q4,56,0,0,0,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DOCU|2022-03-10|DOCU\2022-03-10_2522831_DocuSign_Inc._Q4_2022_Earnings_Call_Mar_10_2022,DOCU,ai_forward_saas,2022-03-10,2022Q1,64,0,1,1,0.015625,4.174387269895637,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DOCU|2022-06-09|DOCU\2022-06-09_2587764_DocuSign_Inc._Q1_2023_Earnings_Call_Jun_09_2022,DOCU,ai_forward_saas,2022-06-09,2022Q2,52,0,1,1,0.019230769230769232,3.970291913552122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
DOCU|2022-09-08|DOCU\2022-09-08_2644503_DocuSign_Inc._Q2_2023_Earnings_Call_Sep_08_2022,DOCU,ai_forward_saas,2022-09-08,2022Q3,44,0,1,1,0.022727272727272728,3.8066624897703196,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DOCU|2022-12-08|DOCU\2022-12-08_2707718_DocuSign_Inc._Q3_2023_Earnings_Call_Dec_08_2022,DOCU,ai_forward_saas,2022-12-08,2022Q4,52,0,0,0,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DOCU|2023-03-09|DOCU\2023-03-09_2762155_DocuSign_Inc._Q4_2023_Earnings_Call_Mar_09_2023,DOCU,ai_forward_saas,2023-03-09,2023Q1,55,1,2,1,0.03636363636363636,4.02535169073515,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,4
